log_id,device_id,log_level,event_name,response_time_ms,timestamp
7426,PIXEL-6,DEBUG,logout,663,2026-05-15 08:08:19
6192,SM-A52,ERROR,logout,369,2026-05-15 08:08:19
1734,SM-A52,ERROR,api_call,736,2026-05-15 08:08:19
3137,IPHONE-13,DEBUG,purchase,1007,2026-05-15 08:08:19
5085,IPHONE-13,INFO,purchase,786,2026-05-15 08:08:19
2252,ONEPLUS-11,INFO,logout,1401,2026-05-15 08:08:19
8986,PIXEL-6,INFO,logout,104,2026-05-15 08:08:19
5474,PIXEL-6,ERROR,purchase,521,2026-05-15 08:08:19
1717,PIXEL-6,ERROR,login_attempt,1265,2026-05-15 08:08:19
8806,SM-G991,INFO,button_click,305,2026-05-15 08:08:19
6189,ONEPLUS-11,INFO,logout,1380,2026-05-15 08:08:19
8929,PIXEL-6,INFO,button_click,651,2026-05-15 08:08:19
7737,SM-A52,INFO,login_attempt,99,2026-05-15 08:08:19
1081,IPHONE-13,WARNING,purchase,1259,2026-05-15 08:08:19
3741,ONEPLUS-11,ERROR,notification_click,941,2026-05-15 08:08:19
3156,IPHONE-13,WARNING,logout,370,2026-05-15 08:08:19
4771,SM-G991,INFO,app_open,1079,2026-05-15 08:08:19
3026,SM-A52,ERROR,app_open,500,2026-05-15 08:08:19
5578,PIXEL-6,WARNING,purchase,608,2026-05-15 08:08:19
5549,IPHONE-13,ERROR,notification_click,624,2026-05-15 08:08:19
7504,ONEPLUS-11,ERROR,button_click,986,2026-05-15 08:08:19
9620,SM-G991,DEBUG,api_call,128,2026-05-15 08:08:19
2396,SM-G991,WARNING,purchase,424,2026-05-15 08:08:19
4086,SM-A52,DEBUG,purchase,1153,2026-05-15 08:08:19
1225,ONEPLUS-11,WARNING,button_click,217,2026-05-15 08:08:19
2944,SM-A52,WARNING,app_open,794,2026-05-15 08:08:19
3318,SM-G991,ERROR,app_open,1135,2026-05-15 08:08:19
8327,ONEPLUS-11,ERROR,logout,958,2026-05-15 08:08:19
7770,PIXEL-6,WARNING,notification_click,944,2026-05-15 08:08:19
4653,PIXEL-6,INFO,notification_click,26,2026-05-15 08:08:19
5484,ONEPLUS-11,DEBUG,purchase,523,2026-05-15 08:08:19
3147,SM-G991,WARNING,purchase,1377,2026-05-15 08:08:19
8348,ONEPLUS-11,WARNING,logout,1158,2026-05-15 08:08:19
6685,IPHONE-13,DEBUG,notification_click,1448,2026-05-15 08:08:19
8887,SM-A52,WARNING,login_attempt,160,2026-05-15 08:08:19
1055,SM-A52,INFO,login_attempt,364,2026-05-15 08:08:19
2862,IPHONE-13,INFO,api_call,111,2026-05-15 08:08:19
7665,IPHONE-13,ERROR,app_open,833,2026-05-15 08:08:19
6760,SM-G991,INFO,logout,307,2026-05-15 08:08:19
6417,SM-G991,DEBUG,api_call,662,2026-05-15 08:08:19
3132,SM-A52,INFO,logout,377,2026-05-15 08:08:19
9191,IPHONE-13,INFO,login_attempt,750,2026-05-15 08:08:19
1213,SM-G991,ERROR,app_open,210,2026-05-15 08:08:19
8035,IPHONE-13,INFO,app_open,1026,2026-05-15 08:08:19
6988,PIXEL-6,DEBUG,button_click,1228,2026-05-15 08:08:19
5485,SM-A52,INFO,button_click,754,2026-05-15 08:08:19
5815,IPHONE-13,ERROR,logout,245,2026-05-15 08:08:19
1379,ONEPLUS-11,DEBUG,button_click,1161,2026-05-15 08:08:19
7620,IPHONE-13,DEBUG,logout,1002,2026-05-15 08:08:19
4658,IPHONE-13,INFO,button_click,1226,2026-05-15 08:08:19
4695,SM-G991,DEBUG,app_open,1386,2026-05-15 08:08:19
4175,SM-A52,DEBUG,purchase,462,2026-05-15 08:08:19
6643,PIXEL-6,ERROR,app_open,551,2026-05-15 08:08:19
1833,ONEPLUS-11,WARNING,purchase,840,2026-05-15 08:08:19
1948,ONEPLUS-11,INFO,logout,1325,2026-05-15 08:08:19
2836,PIXEL-6,WARNING,notification_click,836,2026-05-15 08:08:19
3529,SM-G991,ERROR,logout,455,2026-05-15 08:08:19
8013,SM-A52,DEBUG,app_open,68,2026-05-15 08:08:19
