log_id,device_id,log_level,event_name,response_time_ms,timestamp
4222,IPHONE-13,ERROR,purchase,1081,2026-05-15 08:08:16
9712,ONEPLUS-11,ERROR,notification_click,1297,2026-05-15 08:08:16
9574,IPHONE-13,DEBUG,app_open,1189,2026-05-15 08:08:16
3228,SM-G991,INFO,notification_click,1387,2026-05-15 08:08:16
8184,IPHONE-13,DEBUG,app_open,1138,2026-05-15 08:08:16
4993,IPHONE-13,INFO,purchase,1469,2026-05-15 08:08:16
6135,ONEPLUS-11,INFO,login_attempt,318,2026-05-15 08:08:16
4351,IPHONE-13,WARNING,purchase,546,2026-05-15 08:08:16
2329,ONEPLUS-11,DEBUG,button_click,1116,2026-05-15 08:08:16
8491,PIXEL-6,INFO,app_open,835,2026-05-15 08:08:16
5532,SM-G991,DEBUG,api_call,291,2026-05-15 08:08:16
4763,PIXEL-6,WARNING,purchase,120,2026-05-15 08:08:16
3681,PIXEL-6,ERROR,notification_click,57,2026-05-15 08:08:16
5921,SM-G991,ERROR,notification_click,1493,2026-05-15 08:08:16
1501,SM-A52,ERROR,app_open,1033,2026-05-15 08:08:16
9573,ONEPLUS-11,ERROR,button_click,1436,2026-05-15 08:08:16
1961,SM-G991,WARNING,login_attempt,798,2026-05-15 08:08:16
3898,IPHONE-13,INFO,app_open,1462,2026-05-15 08:08:16
7668,ONEPLUS-11,INFO,api_call,1392,2026-05-15 08:08:16
6363,PIXEL-6,DEBUG,logout,103,2026-05-15 08:08:16
7429,PIXEL-6,ERROR,notification_click,916,2026-05-15 08:08:16
8423,SM-G991,ERROR,button_click,725,2026-05-15 08:08:16
2173,SM-A52,WARNING,notification_click,48,2026-05-15 08:08:16
4508,PIXEL-6,INFO,login_attempt,885,2026-05-15 08:08:16
8836,PIXEL-6,INFO,logout,278,2026-05-15 08:08:16
5381,SM-A52,INFO,logout,1463,2026-05-15 08:08:16
4331,IPHONE-13,ERROR,button_click,865,2026-05-15 08:08:16
3120,ONEPLUS-11,INFO,button_click,816,2026-05-15 08:08:16
4003,SM-G991,WARNING,notification_click,43,2026-05-15 08:08:16
8387,ONEPLUS-11,ERROR,logout,499,2026-05-15 08:08:16
2748,SM-G991,DEBUG,app_open,706,2026-05-15 08:08:16
4508,ONEPLUS-11,ERROR,app_open,142,2026-05-15 08:08:16
7740,PIXEL-6,ERROR,purchase,616,2026-05-15 08:08:16
7974,SM-A52,WARNING,api_call,579,2026-05-15 08:08:16
8612,SM-G991,INFO,button_click,357,2026-05-15 08:08:16
8236,ONEPLUS-11,INFO,purchase,352,2026-05-15 08:08:16
5926,IPHONE-13,ERROR,app_open,1140,2026-05-15 08:08:16
7104,SM-A52,DEBUG,api_call,864,2026-05-15 08:08:16
2159,PIXEL-6,DEBUG,notification_click,935,2026-05-15 08:08:16
6102,SM-A52,WARNING,app_open,29,2026-05-15 08:08:16
9333,PIXEL-6,INFO,login_attempt,30,2026-05-15 08:08:16
1902,SM-G991,ERROR,button_click,601,2026-05-15 08:08:16
2584,PIXEL-6,DEBUG,purchase,922,2026-05-15 08:08:16
7947,SM-G991,DEBUG,login_attempt,1226,2026-05-15 08:08:16
8603,SM-G991,WARNING,api_call,802,2026-05-15 08:08:16
1444,ONEPLUS-11,DEBUG,api_call,566,2026-05-15 08:08:16
2387,PIXEL-6,WARNING,logout,1217,2026-05-15 08:08:16
5532,IPHONE-13,WARNING,purchase,129,2026-05-15 08:08:16
3718,PIXEL-6,WARNING,button_click,1167,2026-05-15 08:08:16
2833,IPHONE-13,ERROR,logout,349,2026-05-15 08:08:16
6601,SM-G991,DEBUG,api_call,664,2026-05-15 08:08:16
3023,IPHONE-13,ERROR,app_open,621,2026-05-15 08:08:16
6188,ONEPLUS-11,WARNING,app_open,734,2026-05-15 08:08:16
5450,SM-G991,WARNING,api_call,861,2026-05-15 08:08:16
9590,PIXEL-6,DEBUG,app_open,339,2026-05-15 08:08:16
9440,IPHONE-13,DEBUG,logout,962,2026-05-15 08:08:16
8111,PIXEL-6,DEBUG,notification_click,490,2026-05-15 08:08:16
8313,IPHONE-13,INFO,app_open,1078,2026-05-15 08:08:16
7484,SM-G991,ERROR,purchase,734,2026-05-15 08:08:16
3806,SM-G991,WARNING,notification_click,1384,2026-05-15 08:08:16
2110,SM-G991,INFO,purchase,203,2026-05-15 08:08:16
4677,SM-G991,ERROR,button_click,938,2026-05-15 08:08:16
4295,SM-A52,ERROR,app_open,1194,2026-05-15 08:08:16
4429,IPHONE-13,WARNING,button_click,838,2026-05-15 08:08:16
8745,ONEPLUS-11,WARNING,app_open,56,2026-05-15 08:08:16
4769,PIXEL-6,ERROR,api_call,1481,2026-05-15 08:08:16
3348,ONEPLUS-11,DEBUG,button_click,20,2026-05-15 08:08:16
9862,SM-G991,ERROR,notification_click,74,2026-05-15 08:08:16
3184,SM-G991,INFO,purchase,311,2026-05-15 08:08:16
4440,SM-G991,DEBUG,login_attempt,627,2026-05-15 08:08:16
6221,PIXEL-6,DEBUG,purchase,941,2026-05-15 08:08:16
5975,ONEPLUS-11,ERROR,login_attempt,903,2026-05-15 08:08:16
5355,PIXEL-6,ERROR,login_attempt,346,2026-05-15 08:08:16
8161,ONEPLUS-11,INFO,api_call,942,2026-05-15 08:08:16
2982,PIXEL-6,ERROR,button_click,507,2026-05-15 08:08:16
6845,PIXEL-6,DEBUG,notification_click,1005,2026-05-15 08:08:16
5656,SM-A52,WARNING,login_attempt,364,2026-05-15 08:08:16
5379,SM-G991,WARNING,app_open,292,2026-05-15 08:08:16
8066,ONEPLUS-11,WARNING,logout,435,2026-05-15 08:08:16
1697,IPHONE-13,ERROR,app_open,783,2026-05-15 08:08:16
1076,SM-G991,ERROR,app_open,46,2026-05-15 08:08:16
6792,SM-G991,WARNING,login_attempt,484,2026-05-15 08:08:16
5047,PIXEL-6,WARNING,button_click,578,2026-05-15 08:08:16
9770,PIXEL-6,DEBUG,notification_click,702,2026-05-15 08:08:16
6101,PIXEL-6,WARNING,logout,907,2026-05-15 08:08:16
9632,SM-G991,DEBUG,purchase,902,2026-05-15 08:08:16
6883,ONEPLUS-11,WARNING,button_click,367,2026-05-15 08:08:16
4079,IPHONE-13,ERROR,logout,210,2026-05-15 08:08:16
9898,ONEPLUS-11,DEBUG,app_open,957,2026-05-15 08:08:16
8767,PIXEL-6,DEBUG,api_call,188,2026-05-15 08:08:16
6637,ONEPLUS-11,ERROR,login_attempt,864,2026-05-15 08:08:16
3133,SM-A52,ERROR,purchase,807,2026-05-15 08:08:16
4841,SM-G991,ERROR,api_call,242,2026-05-15 08:08:16
3541,IPHONE-13,INFO,notification_click,84,2026-05-15 08:08:16
3971,SM-A52,ERROR,button_click,676,2026-05-15 08:08:16
5608,PIXEL-6,INFO,api_call,1407,2026-05-15 08:08:16
4200,SM-A52,DEBUG,login_attempt,1291,2026-05-15 08:08:16
4934,IPHONE-13,INFO,button_click,259,2026-05-15 08:08:16
8228,SM-A52,WARNING,app_open,1058,2026-05-15 08:08:16
9357,ONEPLUS-11,WARNING,notification_click,456,2026-05-15 08:08:16
9826,ONEPLUS-11,WARNING,api_call,1282,2026-05-15 08:08:16
5599,ONEPLUS-11,DEBUG,logout,416,2026-05-15 08:08:16
3790,SM-G991,WARNING,purchase,670,2026-05-15 08:08:16
2432,PIXEL-6,ERROR,purchase,1126,2026-05-15 08:08:16
7283,ONEPLUS-11,WARNING,button_click,1349,2026-05-15 08:08:16
1432,ONEPLUS-11,INFO,login_attempt,666,2026-05-15 08:08:16
5058,SM-A52,WARNING,app_open,1207,2026-05-15 08:08:16
9231,PIXEL-6,DEBUG,button_click,1153,2026-05-15 08:08:16
4032,PIXEL-6,ERROR,app_open,295,2026-05-15 08:08:16
3811,IPHONE-13,ERROR,login_attempt,53,2026-05-15 08:08:16
9267,SM-A52,INFO,app_open,243,2026-05-15 08:08:16
1290,ONEPLUS-11,ERROR,button_click,153,2026-05-15 08:08:16
9462,SM-A52,WARNING,purchase,745,2026-05-15 08:08:16
4525,SM-G991,ERROR,api_call,1096,2026-05-15 08:08:16
5353,SM-A52,INFO,purchase,344,2026-05-15 08:08:16
8888,SM-G991,WARNING,notification_click,1071,2026-05-15 08:08:16
1564,SM-A52,ERROR,button_click,1057,2026-05-15 08:08:16
9747,SM-G991,INFO,button_click,784,2026-05-15 08:08:16
2658,ONEPLUS-11,WARNING,api_call,1393,2026-05-15 08:08:16
9856,SM-A52,ERROR,login_attempt,1049,2026-05-15 08:08:16
7455,IPHONE-13,INFO,button_click,1131,2026-05-15 08:08:16
8533,SM-G991,ERROR,button_click,1130,2026-05-15 08:08:16
8615,SM-G991,WARNING,purchase,1047,2026-05-15 08:08:16
9558,IPHONE-13,INFO,purchase,488,2026-05-15 08:08:16
3641,PIXEL-6,ERROR,logout,600,2026-05-15 08:08:16
6455,SM-A52,INFO,purchase,133,2026-05-15 08:08:16
9854,SM-A52,ERROR,api_call,1323,2026-05-15 08:08:16
7364,SM-G991,DEBUG,purchase,303,2026-05-15 08:08:16
2236,ONEPLUS-11,DEBUG,purchase,30,2026-05-15 08:08:16
7785,IPHONE-13,DEBUG,purchase,54,2026-05-15 08:08:16
