log_id,device_id,log_level,event_name,response_time_ms,timestamp
8589,SM-G991,INFO,notification_click,152,2026-05-15 08:08:15
8964,SM-G991,DEBUG,button_click,522,2026-05-15 08:08:15
2140,SM-A52,DEBUG,purchase,135,2026-05-15 08:08:15
1249,PIXEL-6,WARNING,button_click,1091,2026-05-15 08:08:15
4428,SM-G991,INFO,purchase,1482,2026-05-15 08:08:15
6482,SM-G991,DEBUG,api_call,990,2026-05-15 08:08:15
2617,SM-G991,ERROR,button_click,190,2026-05-15 08:08:15
9337,IPHONE-13,INFO,button_click,139,2026-05-15 08:08:15
6753,SM-G991,WARNING,api_call,1083,2026-05-15 08:08:15
6913,IPHONE-13,ERROR,purchase,885,2026-05-15 08:08:15
6559,PIXEL-6,ERROR,logout,1397,2026-05-15 08:08:15
8262,ONEPLUS-11,DEBUG,api_call,929,2026-05-15 08:08:15
7835,PIXEL-6,ERROR,notification_click,833,2026-05-15 08:08:15
1441,IPHONE-13,WARNING,login_attempt,245,2026-05-15 08:08:15
5341,PIXEL-6,ERROR,purchase,745,2026-05-15 08:08:15
3668,SM-G991,DEBUG,app_open,200,2026-05-15 08:08:15
2240,SM-G991,ERROR,button_click,988,2026-05-15 08:08:15
3003,SM-A52,DEBUG,app_open,954,2026-05-15 08:08:15
2733,SM-A52,ERROR,api_call,593,2026-05-15 08:08:15
9427,SM-A52,DEBUG,purchase,1302,2026-05-15 08:08:15
4163,PIXEL-6,WARNING,purchase,426,2026-05-15 08:08:15
8091,IPHONE-13,ERROR,app_open,1365,2026-05-15 08:08:15
6638,PIXEL-6,ERROR,app_open,892,2026-05-15 08:08:15
2404,ONEPLUS-11,ERROR,logout,580,2026-05-15 08:08:15
2229,SM-A52,WARNING,app_open,853,2026-05-15 08:08:15
1690,IPHONE-13,DEBUG,purchase,1025,2026-05-15 08:08:15
3919,SM-G991,WARNING,app_open,1309,2026-05-15 08:08:15
3204,IPHONE-13,ERROR,logout,1475,2026-05-15 08:08:15
3844,ONEPLUS-11,WARNING,app_open,805,2026-05-15 08:08:15
8671,IPHONE-13,ERROR,app_open,1475,2026-05-15 08:08:15
9271,PIXEL-6,ERROR,button_click,191,2026-05-15 08:08:15
3803,PIXEL-6,INFO,purchase,512,2026-05-15 08:08:15
6664,IPHONE-13,INFO,button_click,851,2026-05-15 08:08:15
9451,SM-G991,ERROR,login_attempt,1075,2026-05-15 08:08:15
9317,IPHONE-13,INFO,app_open,211,2026-05-15 08:08:15
6652,SM-G991,ERROR,button_click,1286,2026-05-15 08:08:15
6530,PIXEL-6,WARNING,app_open,506,2026-05-15 08:08:15
2068,PIXEL-6,ERROR,purchase,761,2026-05-15 08:08:15
8008,SM-G991,WARNING,button_click,302,2026-05-15 08:08:15
4754,IPHONE-13,DEBUG,purchase,741,2026-05-15 08:08:15
3613,SM-A52,WARNING,login_attempt,983,2026-05-15 08:08:15
5782,PIXEL-6,ERROR,notification_click,1387,2026-05-15 08:08:15
4824,IPHONE-13,ERROR,notification_click,1189,2026-05-15 08:08:15
4906,SM-A52,ERROR,login_attempt,238,2026-05-15 08:08:15
2651,SM-G991,WARNING,login_attempt,951,2026-05-15 08:08:15
2053,SM-A52,DEBUG,app_open,1207,2026-05-15 08:08:15
3722,ONEPLUS-11,INFO,login_attempt,467,2026-05-15 08:08:15
8164,IPHONE-13,WARNING,app_open,787,2026-05-15 08:08:15
2257,IPHONE-13,WARNING,api_call,495,2026-05-15 08:08:15
4915,IPHONE-13,INFO,button_click,445,2026-05-15 08:08:15
2057,ONEPLUS-11,INFO,app_open,511,2026-05-15 08:08:15
1935,PIXEL-6,ERROR,notification_click,479,2026-05-15 08:08:15
6516,SM-A52,ERROR,api_call,517,2026-05-15 08:08:15
2473,SM-G991,ERROR,button_click,1385,2026-05-15 08:08:15
3098,ONEPLUS-11,DEBUG,purchase,386,2026-05-15 08:08:15
6289,IPHONE-13,DEBUG,button_click,447,2026-05-15 08:08:15
8220,IPHONE-13,INFO,login_attempt,499,2026-05-15 08:08:15
9089,SM-G991,DEBUG,api_call,57,2026-05-15 08:08:15
4027,IPHONE-13,WARNING,purchase,731,2026-05-15 08:08:15
6721,PIXEL-6,INFO,purchase,786,2026-05-15 08:08:15
2581,PIXEL-6,ERROR,api_call,61,2026-05-15 08:08:15
9364,ONEPLUS-11,ERROR,notification_click,169,2026-05-15 08:08:15
3028,ONEPLUS-11,DEBUG,logout,1391,2026-05-15 08:08:15
1574,SM-A52,INFO,app_open,1307,2026-05-15 08:08:15
5606,SM-A52,WARNING,notification_click,893,2026-05-15 08:08:15
3847,ONEPLUS-11,INFO,login_attempt,952,2026-05-15 08:08:15
2351,IPHONE-13,WARNING,purchase,1348,2026-05-15 08:08:15
7930,ONEPLUS-11,WARNING,logout,943,2026-05-15 08:08:15
2436,SM-G991,INFO,login_attempt,331,2026-05-15 08:08:15
9709,SM-A52,ERROR,api_call,510,2026-05-15 08:08:15
2752,SM-A52,INFO,login_attempt,132,2026-05-15 08:08:15
2871,SM-G991,INFO,api_call,838,2026-05-15 08:08:15
2843,SM-G991,INFO,api_call,685,2026-05-15 08:08:15
9383,SM-G991,WARNING,notification_click,163,2026-05-15 08:08:15
6507,IPHONE-13,ERROR,login_attempt,112,2026-05-15 08:08:15
9651,SM-A52,WARNING,login_attempt,1432,2026-05-15 08:08:15
4860,ONEPLUS-11,ERROR,button_click,350,2026-05-15 08:08:15
3265,IPHONE-13,DEBUG,app_open,377,2026-05-15 08:08:15
9720,SM-G991,ERROR,login_attempt,796,2026-05-15 08:08:15
2370,ONEPLUS-11,INFO,login_attempt,125,2026-05-15 08:08:15
