log_id,device_id,log_level,event_name,response_time_ms,timestamp
1342,SM-G991,DEBUG,logout,1018,2026-05-15 08:08:14
3222,SM-G991,ERROR,button_click,1472,2026-05-15 08:08:14
9000,PIXEL-6,WARNING,app_open,834,2026-05-15 08:08:14
4826,SM-G991,ERROR,logout,455,2026-05-15 08:08:14
4033,ONEPLUS-11,WARNING,purchase,722,2026-05-15 08:08:14
9228,SM-G991,WARNING,api_call,879,2026-05-15 08:08:14
5951,IPHONE-13,DEBUG,login_attempt,469,2026-05-15 08:08:14
5320,IPHONE-13,WARNING,notification_click,221,2026-05-15 08:08:14
6134,SM-A52,WARNING,app_open,125,2026-05-15 08:08:14
7328,PIXEL-6,DEBUG,button_click,976,2026-05-15 08:08:14
6476,SM-A52,WARNING,notification_click,965,2026-05-15 08:08:14
4280,IPHONE-13,INFO,button_click,992,2026-05-15 08:08:14
9926,PIXEL-6,ERROR,app_open,224,2026-05-15 08:08:14
5740,PIXEL-6,INFO,notification_click,1324,2026-05-15 08:08:14
2028,IPHONE-13,DEBUG,button_click,660,2026-05-15 08:08:14
2495,ONEPLUS-11,ERROR,api_call,582,2026-05-15 08:08:14
1517,PIXEL-6,INFO,logout,461,2026-05-15 08:08:14
9930,SM-G991,WARNING,logout,634,2026-05-15 08:08:14
3642,ONEPLUS-11,INFO,button_click,614,2026-05-15 08:08:14
8359,ONEPLUS-11,INFO,app_open,270,2026-05-15 08:08:14
5767,SM-A52,DEBUG,api_call,1266,2026-05-15 08:08:14
9642,SM-A52,ERROR,purchase,149,2026-05-15 08:08:14
6751,IPHONE-13,DEBUG,notification_click,646,2026-05-15 08:08:14
1618,IPHONE-13,WARNING,button_click,1371,2026-05-15 08:08:14
6132,PIXEL-6,WARNING,app_open,1012,2026-05-15 08:08:14
4474,IPHONE-13,INFO,api_call,915,2026-05-15 08:08:14
1058,ONEPLUS-11,WARNING,login_attempt,502,2026-05-15 08:08:14
8471,ONEPLUS-11,DEBUG,app_open,399,2026-05-15 08:08:14
8804,SM-G991,DEBUG,login_attempt,414,2026-05-15 08:08:14
5696,PIXEL-6,WARNING,app_open,1494,2026-05-15 08:08:14
8018,SM-A52,INFO,app_open,753,2026-05-15 08:08:14
8260,SM-G991,INFO,purchase,800,2026-05-15 08:08:14
6463,IPHONE-13,WARNING,logout,1157,2026-05-15 08:08:14
9445,IPHONE-13,DEBUG,login_attempt,1386,2026-05-15 08:08:14
8825,PIXEL-6,WARNING,button_click,285,2026-05-15 08:08:14
5766,IPHONE-13,WARNING,logout,1111,2026-05-15 08:08:14
7371,SM-A52,INFO,app_open,441,2026-05-15 08:08:14
9294,ONEPLUS-11,ERROR,notification_click,513,2026-05-15 08:08:14
3572,ONEPLUS-11,INFO,button_click,1326,2026-05-15 08:08:14
1227,ONEPLUS-11,DEBUG,button_click,1463,2026-05-15 08:08:14
1159,IPHONE-13,ERROR,notification_click,526,2026-05-15 08:08:14
6204,ONEPLUS-11,DEBUG,notification_click,368,2026-05-15 08:08:14
7157,PIXEL-6,INFO,login_attempt,1382,2026-05-15 08:08:14
1904,PIXEL-6,ERROR,logout,425,2026-05-15 08:08:14
3306,IPHONE-13,WARNING,notification_click,780,2026-05-15 08:08:14
9970,SM-A52,WARNING,login_attempt,620,2026-05-15 08:08:14
3367,SM-A52,DEBUG,app_open,963,2026-05-15 08:08:14
9408,SM-G991,INFO,purchase,882,2026-05-15 08:08:14
1478,SM-A52,WARNING,logout,1129,2026-05-15 08:08:14
6500,ONEPLUS-11,WARNING,purchase,1118,2026-05-15 08:08:14
7149,PIXEL-6,WARNING,notification_click,727,2026-05-15 08:08:14
8099,PIXEL-6,ERROR,app_open,439,2026-05-15 08:08:14
2522,PIXEL-6,WARNING,purchase,102,2026-05-15 08:08:14
2006,ONEPLUS-11,DEBUG,purchase,553,2026-05-15 08:08:14
4054,PIXEL-6,INFO,api_call,538,2026-05-15 08:08:14
7069,SM-A52,ERROR,purchase,378,2026-05-15 08:08:14
8400,SM-G991,ERROR,api_call,183,2026-05-15 08:08:14
5565,SM-A52,WARNING,notification_click,922,2026-05-15 08:08:14
8028,PIXEL-6,INFO,login_attempt,961,2026-05-15 08:08:14
1106,PIXEL-6,WARNING,api_call,293,2026-05-15 08:08:14
6825,IPHONE-13,DEBUG,logout,153,2026-05-15 08:08:14
4327,ONEPLUS-11,WARNING,login_attempt,1310,2026-05-15 08:08:14
2510,IPHONE-13,INFO,purchase,677,2026-05-15 08:08:14
2927,SM-G991,ERROR,button_click,900,2026-05-15 08:08:14
7804,PIXEL-6,INFO,button_click,1475,2026-05-15 08:08:14
8695,SM-A52,ERROR,login_attempt,1197,2026-05-15 08:08:14
7713,SM-G991,DEBUG,login_attempt,1034,2026-05-15 08:08:14
3283,SM-A52,WARNING,app_open,633,2026-05-15 08:08:14
9825,SM-A52,INFO,login_attempt,1391,2026-05-15 08:08:14
8331,PIXEL-6,ERROR,purchase,858,2026-05-15 08:08:14
3469,ONEPLUS-11,DEBUG,logout,913,2026-05-15 08:08:14
4285,SM-G991,WARNING,button_click,1044,2026-05-15 08:08:14
9876,IPHONE-13,INFO,notification_click,556,2026-05-15 08:08:14
3674,ONEPLUS-11,INFO,app_open,1154,2026-05-15 08:08:14
5973,SM-A52,ERROR,button_click,1429,2026-05-15 08:08:14
9307,PIXEL-6,WARNING,purchase,30,2026-05-15 08:08:14
2661,SM-G991,DEBUG,logout,1058,2026-05-15 08:08:14
5625,SM-A52,ERROR,app_open,1289,2026-05-15 08:08:14
8443,IPHONE-13,WARNING,logout,1323,2026-05-15 08:08:14
9306,PIXEL-6,DEBUG,logout,401,2026-05-15 08:08:14
1000,PIXEL-6,DEBUG,purchase,402,2026-05-15 08:08:14
2868,PIXEL-6,WARNING,purchase,122,2026-05-15 08:08:14
1996,IPHONE-13,DEBUG,notification_click,1340,2026-05-15 08:08:14
5685,ONEPLUS-11,INFO,button_click,1277,2026-05-15 08:08:14
5201,SM-G991,INFO,logout,17,2026-05-15 08:08:14
8295,ONEPLUS-11,WARNING,logout,497,2026-05-15 08:08:14
2052,SM-A52,ERROR,app_open,1448,2026-05-15 08:08:14
6049,IPHONE-13,WARNING,purchase,841,2026-05-15 08:08:14
2868,ONEPLUS-11,INFO,notification_click,648,2026-05-15 08:08:14
2825,SM-G991,ERROR,logout,457,2026-05-15 08:08:14
2448,SM-A52,ERROR,logout,1090,2026-05-15 08:08:14
7945,SM-A52,ERROR,api_call,283,2026-05-15 08:08:14
6843,ONEPLUS-11,DEBUG,notification_click,1275,2026-05-15 08:08:14
9669,PIXEL-6,DEBUG,api_call,269,2026-05-15 08:08:14
8508,SM-A52,ERROR,purchase,505,2026-05-15 08:08:14
7431,SM-G991,DEBUG,login_attempt,62,2026-05-15 08:08:14
9664,PIXEL-6,DEBUG,purchase,828,2026-05-15 08:08:14
2135,ONEPLUS-11,WARNING,api_call,1324,2026-05-15 08:08:14
5614,ONEPLUS-11,DEBUG,button_click,1388,2026-05-15 08:08:14
2596,IPHONE-13,ERROR,notification_click,68,2026-05-15 08:08:14
2446,ONEPLUS-11,WARNING,login_attempt,313,2026-05-15 08:08:14
1977,IPHONE-13,ERROR,login_attempt,1064,2026-05-15 08:08:14
4913,SM-G991,INFO,app_open,1041,2026-05-15 08:08:14
6789,PIXEL-6,ERROR,login_attempt,270,2026-05-15 08:08:14
4131,SM-G991,DEBUG,api_call,506,2026-05-15 08:08:14
9155,SM-A52,INFO,app_open,464,2026-05-15 08:08:14
5586,PIXEL-6,ERROR,notification_click,334,2026-05-15 08:08:14
2739,SM-G991,ERROR,notification_click,247,2026-05-15 08:08:14
8143,SM-A52,ERROR,api_call,622,2026-05-15 08:08:14
7292,PIXEL-6,ERROR,logout,400,2026-05-15 08:08:14
6727,IPHONE-13,DEBUG,app_open,32,2026-05-15 08:08:14
1735,IPHONE-13,INFO,notification_click,854,2026-05-15 08:08:14
7560,ONEPLUS-11,ERROR,logout,86,2026-05-15 08:08:14
4693,IPHONE-13,INFO,api_call,1489,2026-05-15 08:08:14
8283,ONEPLUS-11,WARNING,api_call,781,2026-05-15 08:08:14
4328,PIXEL-6,ERROR,login_attempt,318,2026-05-15 08:08:14
4362,IPHONE-13,DEBUG,app_open,647,2026-05-15 08:08:14
5702,SM-A52,ERROR,button_click,245,2026-05-15 08:08:14
9352,SM-A52,INFO,notification_click,1231,2026-05-15 08:08:14
9307,SM-G991,INFO,notification_click,158,2026-05-15 08:08:14
1637,PIXEL-6,ERROR,button_click,1022,2026-05-15 08:08:14
5142,SM-G991,DEBUG,notification_click,1056,2026-05-15 08:08:14
8357,IPHONE-13,INFO,logout,1301,2026-05-15 08:08:14
7990,PIXEL-6,WARNING,notification_click,1105,2026-05-15 08:08:14
1488,IPHONE-13,DEBUG,logout,795,2026-05-15 08:08:14
8544,PIXEL-6,DEBUG,notification_click,702,2026-05-15 08:08:14
2753,ONEPLUS-11,DEBUG,logout,935,2026-05-15 08:08:14
8381,IPHONE-13,WARNING,notification_click,347,2026-05-15 08:08:14
3458,ONEPLUS-11,INFO,button_click,329,2026-05-15 08:08:14
6578,ONEPLUS-11,DEBUG,button_click,1479,2026-05-15 08:08:14
6843,SM-A52,ERROR,purchase,228,2026-05-15 08:08:14
9163,IPHONE-13,INFO,purchase,298,2026-05-15 08:08:14
2921,IPHONE-13,ERROR,api_call,1185,2026-05-15 08:08:14
2235,IPHONE-13,WARNING,api_call,351,2026-05-15 08:08:14
6384,PIXEL-6,INFO,button_click,1110,2026-05-15 08:08:14
2340,SM-G991,WARNING,logout,1218,2026-05-15 08:08:14
4896,SM-G991,DEBUG,api_call,884,2026-05-15 08:08:14
4181,SM-G991,ERROR,app_open,192,2026-05-15 08:08:14
9667,IPHONE-13,ERROR,logout,980,2026-05-15 08:08:14
3860,SM-A52,DEBUG,notification_click,607,2026-05-15 08:08:14
7984,SM-A52,DEBUG,app_open,1153,2026-05-15 08:08:14
4368,ONEPLUS-11,DEBUG,notification_click,275,2026-05-15 08:08:14
8712,SM-A52,ERROR,app_open,175,2026-05-15 08:08:14
6456,PIXEL-6,DEBUG,logout,1299,2026-05-15 08:08:14
3823,ONEPLUS-11,DEBUG,app_open,909,2026-05-15 08:08:14
8149,SM-A52,INFO,login_attempt,393,2026-05-15 08:08:14
9227,ONEPLUS-11,WARNING,login_attempt,133,2026-05-15 08:08:14
7685,IPHONE-13,WARNING,api_call,1049,2026-05-15 08:08:14
4395,SM-A52,DEBUG,login_attempt,1007,2026-05-15 08:08:14
7999,SM-A52,WARNING,login_attempt,702,2026-05-15 08:08:14
9040,PIXEL-6,WARNING,app_open,1264,2026-05-15 08:08:14
6752,PIXEL-6,DEBUG,app_open,396,2026-05-15 08:08:14
6986,PIXEL-6,INFO,login_attempt,431,2026-05-15 08:08:14
3749,SM-A52,DEBUG,button_click,276,2026-05-15 08:08:14
6308,PIXEL-6,INFO,app_open,1115,2026-05-15 08:08:14
5560,PIXEL-6,DEBUG,app_open,77,2026-05-15 08:08:14
9689,SM-G991,DEBUG,api_call,334,2026-05-15 08:08:14
3339,IPHONE-13,DEBUG,notification_click,424,2026-05-15 08:08:14
7840,SM-G991,ERROR,notification_click,749,2026-05-15 08:08:14
3032,ONEPLUS-11,DEBUG,purchase,584,2026-05-15 08:08:14
6422,IPHONE-13,WARNING,button_click,405,2026-05-15 08:08:14
9469,PIXEL-6,DEBUG,login_attempt,984,2026-05-15 08:08:14
6377,IPHONE-13,DEBUG,logout,1405,2026-05-15 08:08:14
4585,SM-G991,INFO,app_open,1463,2026-05-15 08:08:14
2710,PIXEL-6,DEBUG,app_open,1232,2026-05-15 08:08:14
9912,IPHONE-13,WARNING,notification_click,1433,2026-05-15 08:08:14
3018,SM-A52,ERROR,login_attempt,1353,2026-05-15 08:08:14
6577,SM-G991,INFO,app_open,524,2026-05-15 08:08:14
8869,SM-A52,WARNING,login_attempt,592,2026-05-15 08:08:14
9291,ONEPLUS-11,WARNING,notification_click,1254,2026-05-15 08:08:14
2573,SM-A52,WARNING,logout,880,2026-05-15 08:08:14
4722,PIXEL-6,INFO,logout,194,2026-05-15 08:08:14
7424,SM-A52,ERROR,login_attempt,379,2026-05-15 08:08:14
4368,IPHONE-13,DEBUG,notification_click,617,2026-05-15 08:08:14
